,sentimen,tweet,clean_tweet
414,0,kamu punya berapa banyak topi cuma 2 ,topi
415,-1,aku why kena taboks juga a jadi teman papa lum intel ,why kena taboks a teman papa lum intel
416,-1,aku mau ngutuk rizkiko boleh ga ,ngutuk rizkiko ga
417,-1,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan ,coba lawan sakit coba sakit coba lupain sakit coba biasa
418,0,wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota ,wwwwwww nih temen kuliah pontianak dibeliin rumah mobil anak asli kota
419,0,bodola emma tak jadi aku nak murung harini ,bodola emma tak nak murung harini
420,0,lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin ,jumat jadah sarung siapin
421,-1,gimana cara biar aku tau perasaanmu yg sebenarnyaa ,gimana biar tau rasa sebenarnyaa
422,1,doa untuk ibu dan bapa ya allah ampunila ,doa bapa allah ampunila
423,-1,jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt ,engkau tdk mentakdirkan ku berterimakasih engkau temu dgn cipt
424,0,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h ,e money bucin dreamies berkat nct dream hr dpt rejeki tak duga h
425,0,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je,nany suka then cakap suka je jatuh hati hhahah bongok nany anggap kawan je
426,0,wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i ,wkwk ngapa tau kalo akun ga private nit kalo tetep gabisa bom update i
427,0,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn ,ingat gagal tadbir negara elok je salah bn nak tanding penting parti pon salah bn
428,0,yang punya anak bisa diajak ke event ini ,anak ajak event
429,0,terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud ,kalo lihat orang jalin hubung dengar nikah karna ud
430,-1,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara,lupa lagu bawa kenang indah sama pikir kmutiara
431,0,hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in ,hai adik ikut lomba poster yukudah anak indonesia juara duniaiapa tau juara in
432,-1,masuk tandas pun bayar okay mana ada free nak main bagi bagi ,masuk bayar okay free nak main
433,0,klu km asli aku layanin pkkny teganv serbaaa,klu asli layanin pkkny teganv serbaaa
434,0,akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur ,mimpi tidur
435,1,tampil sndiri atasi diri hadapi audiens lakuin perlihatkan ssuatu 'skill mu sampai tuntas buat smua kagum p ,tampil sndiri atas hadap audiens lakuin lihat ssuatu skill mu tuntas smua kagum p
436,-1,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,tak faham jenis orang malaysia tak ret nak sangkut hose tu geli bodoh nak pegang
437,0,aku still the same perut aku pon still same ,still the same perut pon still same
438,0,ay wag po aku ,ay wag po
439,1,ciri lelaki idaman aku um kena sama macam ayah aku ,lelaki idam um kena ayah
440,-1,sumpah annoying weh tu masalah kau jgn expect aku selesaikan ,sumpah annoying weh tu jgn expect selesai
441,0,eh sikda hahaha aku polah scaling jak ,eh sikda hahaha polah scaling jak
442,0,terus kamu dimana sekarang mer ama siapa ,mer ama
443,-1,aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni ,ni malas nak layan orang kang tak layan kang sian dh layan kang fake hope haiyo nak ni
444,1,sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalo bisa ga usah sikat sii ,sikaaat ajaaaa sissst sikat baju celana biar bersih wkwk canda ding kalo ga sikat sii
445,0,nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua ,nctea kobisa ga ngedip kalo kedip hasil merem smua
446,1,shuhuaama sih tapi aku suka banget sama makanan jepang ,shuhuaama suka makan jepang
447,-1,aku traumatised tengok fjdjksj kenapa punn dub japanese ,traumatised tengok fjdjksj punn dub japanese
448,-1,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena ,kawan kawan hisap rokok tu sayang korang henti ye guys kena
449,0,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah ,if keli tu femes apantah kahkahkah
450,0,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti ,ngantuk tidur khawatir besok cinta besok ngirim pesan
451,1,aku pun nak cari rezeki halal bisnes online dgn cara betul takkan aku nak menipu orang pulak kan,nak cari rezeki halal bisnes online dgn tak nak tipu orang pulak
452,0,mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw ,mending gerobak bayarin resepsi nikah uwuwuwuwuw
453,0,hi followback ya aku yg di group ,hi followback group
454,1,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a ,cepet sembuh sayaang moga kuat allah angkat sakit yaaemangat a
455,1,selamat bertambah umur kamuu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di ,selamat tambah umur kamuu moga sehat panjang umurmuemoga
456,-1,bangsad ditampar gue,bangsad tampar
457,1,wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha,wei kt kedai mamak ni nudes kt tl aduh hahahaha
458,-1,malu betul aku ada junior macam asheeq ali ni yihhhhhhh ,malu junior asheeq ali ni yihhhhhhh
459,0,aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit ,tengok member pergi tak habis duit orang ilmu makan ringgit sikit
460,0,tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti ,malam lapar ulang alik gi peti sejuk buka jenguk tutup buka jenguk tutup terfikir gak peti
461,0,terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih ,kemarin juno random ngomong sesuai plan ribet nyiapin kawin nih
462,0,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki ,antra bebanyak pondan kt malaysia ni viviana ni y cakap content ive never thought y komuniti ki
463,0,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk ,biasa tu perempuan kena jaga jaga muka malaikat perangai syaitan jugak gak camni lari laju teruk
464,0,hampir semua aku punya wkwkwk ,wkwkwk
465,0,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia ,mamat ni cool cinta dlm hati tu putih kain bom cemar kena mcm tu still awek
466,0,hush floi udah ada yang punya kamu sama harry aja sana,hush floi harry
467,1,walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi ,maut pisah cinta sayang tulus hati fellychibi
468,-1,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak,henti peduli benci tak sadar peduli katabijak
469,0,huh bukan dua ke tu pasal aku benci mathematics ,huh tu pasal benci mathematics
470,0,surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 ,surprise giveaway gabut nambah teman bagiin pulsa nominal rb operator
471,0,aku fast lena do bukan fast learner,fast lena do fast learner
472,-1,bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi ,bengis perempuan tu tengok haha xhabis dendam ni asasi
473,1,hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku,usaha sinar awan jalan iring puja bebas hanyut
474,1,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau ,rindu takpa la doa jeemoga tuhan lindung
475,0,aku fikir acne scar rupanya tai lalat sendiri em ,fikir acne scar tai lalat em
476,-1,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,sorry la mmg turn off perempuan pegi clubbing niebab tak pergi bayang sempit sem
477,1,mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j ,mantap nih jokowi avengers cegah thanos hapus populasi j
478,-1,bodo betul aku terhibur bodo ada member ceni ,bodo hibur bodo member ceni
479,1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah ,anak jiran umur bagitau bf ko gay kak sbb tu dah taknak pegang tetek ko laangsung hahahahahaah
480,1,muhammad q muhammad q dengarkanlah seruanku aku rindu ak rindu padamu muhammad q,muhammad q muhammad q dengar seru rindu ak rindu pada muhammad q
481,-1,sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk ,sakit hati bile dengar kisah orang kene entoh le ngamuk
482,0,faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng,faded away kepala bapak la dah jantan tu taknak ngaku hanjeng
483,-1,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui,lindung jalan derita apa nagato chapter quoteui
484,-1,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz ,orang ganteng wangi murah senyum asik lemah lembut ngetik aq bhay mz
485,0,dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus ,dah asyik je kena cari asyik je nak kena terhegeh hegeh asyik je nak ria pergi mampus
486,-1,bukankah pantas jika aku merasa berbeda ,beda
487,1,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi ,lupa sholat sayang jelek sayang biar ganteng ih wajib oh kirain makas
488,0,nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak ,nak but this is my first time surat sbb ni tak ret nak
489,0,sorry ah zri aku tanya kau week 7 kita buat apa je,sorry ah zri week je
490,-1,jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq ,panggil panggil rindu tanya hati rindu dengan aseq
491,1,seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang ,khawatir orang sayang
492,1,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit ,hihihihi look at the face lepas taknak bau ikan mandi namau nameow catsoftwit
493,0,loh gatau aku ga lagi lagi deh ,loh gatau ga deh
494,0,kalau da ex buat hal ex eh tolong ah haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak s ,da ex hal ex eh tolong ah haha takyah sebok jaga tepi kain time tgt taknak pulak jaga skrg nak s
495,1,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man ,nama indonesia nama toleransi nama bhineka tunggal ika peti jenasah pendeta oma palese man
496,1,aku mauuuu,mauuuu
497,-1,aku dan kisah miskinku ,kisah miskin
498,-1,aku nak tengok sampai bila nak berlakon bodoh tu ,nak tengok nak lakon bodoh tu
499,-1,amit amit ya allah ,amit amit allah
500,1,omg kamu harus melihat ini bigolive gt pada kemana aja ,omg bigolive gt mana
501,1,ngikik baca ginian siang hari,ngikik baca gin siang
502,1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah ,manusia suka terima kasih support gembira duka anugerah
503,0,yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j ,yuk rapat workshop bag amphoes premium bs dpt ilmu bs buka usaha laundryepatu tas mahal brand sedia j
504,-1,mu gemes banget adminnya aku ga jadi marah ,mu gemes adminnya ga marah
505,0,ni nak femes je sebenarnya ,ni nak femes je
506,0,oiya aku kan anak baik jadi aku kasih tiga,oiya anak kasih
507,0,back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i ,back then in school cikgu eh cinta kat uni handsome handsome jumpa now i
508,-1,11 pernah hehehehe 12 pernah sekali dan aku menyesal ,hehehehe sesal
509,1,lipstik yg creamy kaya purbasari gt bibir aku kering kalo pake itu enak ga keliatan kering,lipstik creamy kaya purbasari gt bibir kering kalo pake enak ga liat kering
510,1,gemes kan aku oenyoe getoh cmiew jfclosedday,gemes oenyoe getoh cmiew jfclosedday
511,-1,kita kamu aja please gausah ajak ajak aku ,please gausah ajak ajak
512,0,nek aku konco sak sekolah sihiswa lain masuk bk karena bandel lha ini karena bawa bmw sport sing anyaran ,nek konco sak sekolah sihiswa masuk bk bandel lha bawa bmw sport sing anyar
513,1,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu ,dinyanyiin raisa lagu mantan indah allah haru
514,1,kenangan yg paling indah itu ialah ketika pertama kali kau cumbui aku sayang ,kenang indah cumbu sayang
515,-1,dom malang nih kamu ,dom malang nih
516,0,bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam ,bayang telfonan hanbin malem ngantuk hanbin nyanyiin lagu sampe kam
517,0,aku udah dari beberapa bulan yang lalu main ca xd jadi kalau bosan ke rp aku lari kesana tapi beberapa ,main ca xd bosan rp lari kesana
518,-1,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang ,kecewa jugak dah tidur tak reply whatsapp tengok ig pulak reply dm orang
519,-1,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan ,gagal patah juang
520,-1,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan ,sorry wehebabusahkan tak suka kawan cakap ni kawan tolong tu dah tan
521,0,hmm aku tengah lapar ni nep,hmm lapar ni nep
522,0,tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji,tubuh sembunyi embun jendela sebut kabut tetes gerimis tehpotji
523,0,ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup ,ab erina followan kuyy acc nehh dn ku tulis follback woy rt ntar follow ntar lup
524,0,bgthu jelah dh tersuka someone yg lain,bgthu jelah dh suka someone
525,-1,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok ,dah sakit hati orang muka orang tu malas tengok
526,-1,askmf aku mau kasih kado earphone ke gebetanku tpi gagal jd pacar terus kutilisin dengerin apa yg kamu mau denger jang ,askmf kasih kado earphone gebetanku tpi gagal jd pacar kutilisin dengerin denger jang
527,-1,ngetik kangen aku tuh hapus gamau tag orang nya ldmstro ,ngetik kangen tuh hapus gamau tag orang ldmstro
528,0,081223555353 ya allah hiburkanlah aku dengan ridha mu dan sabar dengan setiap ujian yang engkau turunkan jualforedijogja,allah hibur ridha mu sabar uji engkau turun jualforedijogja
529,0,boleh tak aku nak bakar diorang ni awal2,tak nak bakar orang ni
530,-1,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa ,commitmentetakat hulu hilir together tak put effort nak kahwin tinggal je bazir
531,1,teruntuk kak rehan kamu yg sabar ya ,untuk kak rehan sabar
532,0,woelaaah sa ae lu potekan nyam nyam ,woelaaah sa ae lu potekan nyam nyam
533,1,terus dia sharing2 gitu deh sama ngasih motivasi gua sama ngasih petuah2 kalo kamu pgn kaya amp nikah di umur sebelum 30th ,sharing deh ngasih motivasi ngasih petuah kalo pgn kaya amp nikah umur th
534,0,ketika teh yg kamu minum terlalu panas tapi kamu paham sekali hukum termodinamika ,teh minum panas paham hukum termodinamika
535,1,belum start kuliah aku dah ponteng haih apa nak jadi hahaha,start kuliah dah ponteng haih nak hahaha
536,-1,dah kenapatudent poal ni aku login accendiri nak buat entranceurvey tapi keluar profile orang lain yang aku tak kenal,dah kenapatudent poal ni login accendiri nak entranceurvey profile orang tak kenal
537,-1,dan aku hanyalah penyelam dungu yang mengira ngira lautmu tak berombak harus kusebut apa rasa ini kosong dan rendah gair ,selam dungu ngira laut tak ombak sebut kosong rendah gair
538,1,iya tp ada lagi tempat paling indah aku mau tunjukkin ke km dgn semangataya bawa dia ke tempat titik favorit saya ,tp indah tunjukkin dgn semangataya bawa titik favorit
539,0,duit kamu kan banyak cey es krim bisa kali ,duit cey es krim
540,0,sblum kahwin isteri pernah tnya knpa x pernah confessejak kenal 2017 xpernah aku luahkan perasaan tapi setiap 1 or ,sblum kahwin isteri tnya knpa x confessejak kenal xpernah luah rasa or
541,-1,ada masa dimana namamu adalah yang paling aku tungguedangkang sekarang datang masa dimana sebisa mungkin aku berharap tak me ,nama tungguedangkang bisa harap tak me
542,1,kalau aku berjuang trus sampai akhir aku pasti akan menemukan jalannya matsukaze tenma ,juang trus temu jalan matsukaze tenma
543,1,hsjsjs aku juga apalagi kalo diliat dancenya ,hsjsjs kalo liat dancenya
544,-1,kamu tu cari kebenaran atau justru pembenaran you do you i'll do me ,tu cari benar benar you do you ill do me
545,0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma ,best tengok ikan pon pulau makan roti buat tu salah ikan kene ma
546,0,sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between 2 hemisphere left ,lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between hemisphere left
547,1,selamat berehat mr acappan antara pelawak aku suka amp evergreen selainathiya ,selamat rehat mr acappan lawak suka amp evergreen selainathiya
548,0,aku butuh totebag nder huhu mau nya font kaya gitu tapi warna tulisan nya itaammmmmmmmm totebag nya putih lucu bgt pastii ,butuh totebag nder huhu font kaya warna tulis itaammmmmmmmm totebag putih lucu bgt pasti
549,0,aku mau ga ya pulsa buat 2org masing 10k karna aku wkt itu bilang kl si bangchan blonde aku ga nah skrg dia blonde tu ,ga pulsa org k karna wkt bilang kl bangchan blonde ga skrg blonde tu
550,0,tgok tweet hg buat aku teringin ti canai,tgok tweet hg ingin ti canai
551,0,hi followback ya aku yg di group ,hi followback group
552,-1,member aku ade cite kat aku yang dibreak up dgn gf die time dia cerita suddenly dia menangis weyh 5 tahun bersama kot ,member ade cite kat dibreak up dgn gf die time cerita suddenly tangis weyh kot
553,-1,ni kalau aku rt org beranak mahu efa tk nk beranak kalau tgk ,ni rt org anak mahu efa tk nk anak tgk
554,0,lah aku baru tau masaaa ' ,tau masaaa
555,1,senang senang je aku diperbodohkan duluob sob ,senang senang je bodoh duluob sob
556,1,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti ,ngantuk tidur khawatir besok cinta besok ngirim pesan
557,0,hari minggu dewan penasehat rapat perdana di mbs ,dewan nasehat rapat perdana mbs
558,1,mauu dm aku,mauu dm
559,1,karena aku percaya allah sdh mentakd ,percaya allah sdh mentakd
560,-1,tipu je aku tak pakai makeup ,tipu je tak pakai makeup
561,-1,lagi duit aku dh habis aku lagi lost sia hais ,duit dh habis lost sia hais
562,-1,aku percaya kamu sebaliknya yang ga kupercayai adalah diriku sendiri aku ga punya kepercayaan diri untuk mencintai celty,percaya ga percaya diri ga percaya cinta celty
563,0,apakah sudah templatenya kalo udah jadi mamah mamah tuh kalo ada bagi2 hadiah atau apapun akan bilang aku satu lagi dong b ,templatenya kalo mamah mamah tuh kalo hadiah apa bilang b
564,-1,aku baru liat trailernya kok gak mudeng otak kiriku ya ,liat trailer gak mudeng otak kiri
565,-1,kamu aja ga cape ngeboong aku juga ga cape diboongin,ga cape ngeboong ga cape diboongin
566,1,iya bener hahaha aku uda folback wlpun jarang pake ig hahaha fbmu apa ,bener hahaha uda folback wlpun pake ig hahaha fbmu
567,0,add aku kat pokemon go weyh 684601639823,add kat pokemon go weyh
568,1,jeffan jangan manis manis banget donk nanti aku diabetes ,jeffan manis manis donk diabetes
569,-1,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,sorry la mmg turn off perempuan pegi clubbing niebab tak pergi bayang sempit sem
570,-1,jika sudah tercekam tak ada yg harus diucapkan diamlah jangan berfikir aku harus bicara apa ya nanti bisa2 nafsu yg bica ,cekam tak diam berfikir bicara nafsu bica
571,-1,aku gampang bgt nangis liat foto hewan terutama kucing yg luka aja aku nangis,gampang bgt nangis liat foto hewan kucing luka nangis
572,1,aku cinta diriku sendiri ,cinta diri
573,0,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen ,giveaway adakan dlm rangka bday guanlin tmn monbebe amp nctzen
574,-1,aku penatlah nak berpura pura suka pada orang yang menyusahkan aku bila kau susah aku tak kisah pun orang lain nak tolo ,penat nak pura pura suka orang susah susah tak kisah orang nak tolo
575,0,aku nak redakan keadaan dululah,nak reda dululah
576,0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara hal pergi kenduri kahwin lepas tu ramai orang lepas tu risau tak duduk htt
577,-1,aku dah pms tok ada jak nebiak nak ngaco emosi aku koh aku eh siku dah burok lebam entam planking jakjak carik la ,dah pms tok jak nebiak nak ngaco emosi koh eh siku dah burok lebam entam planking jakjak carik la
578,0,yaallah buahagia aku masio lue,yaallah buahagia masio lue
579,-1,hai masih ingat akueseorang yang kau buat terbang tinggi lalu dengan kejamnya kau hempaskan aku begitu saja mengata ,hai akueseorang terbang kejam hempas kata
580,0,aku jujur aku tidak busuq aku masih fresssshcare,jujur busuq fresssshcare
581,1,gigih nau,gigih nau
582,-1,denganmu aku bahagia hidupku di penuhi warna namun jika kamu tinggalkan aku mungkin yang terisa hanya derita yang hanya ak 1000katasayang,dengan bahagia hidup penuh warna tinggal risa derita ak katasayang
583,0,aku mimpi amir cena ni ,mimpi amir cena ni
584,1,thanks wey sebab kau berani lagi tegur aku walaupun aku dah tak suke,thanks wey berani tegur dah tak suke
585,0,ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup ,ab erina followan kuyy acc nehh dn ku tulis follback woy rt ntar follow ntar lup
586,0,berdasarkan asas love tadi aku dan alva menggelar acara penghargaan rutin pada anak buah ,dasar asas love alva gelar acara harga rutin anak buah
587,0,edi world war iii,edi world war iii
588,-1,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant ,wanita malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
589,-1,bener kalo kita merasa dia berubah dari awal ketemu sebenernya dia ga berubah tapi itulah sifat aslinya dia dulu dia baik ,bener kalo ubah ketemu ga ubah sifat asli
590,1,aku berada ditempat dimana aku bisa menjadi seseorang yg berjalan diatas kakinya sendiri aku berada ditempat dimana aku bi ,tempat jalan atas kaki tempat bi
591,0,siang ini aku avail y say isi slot yukk minat cuss dm wa aku y sayang availjaksel realangels openbookingjakse ,siang avail y say isi slot yukk minat cuss dm wa y sayang availjaksel realangels openbookingjakse
592,0,cara medapatkan uang banyak dengan modal 50 kamu sudah bisa dapat ratusan juta ha ,medapatkan uang modal ratus juta ha
593,0,teringin jugak lah nak makeup mcm other girls yg cantik cantik tu weh tapi memandangkan kening aku macam tak boleh nak c ,ingin jugak nak makeup mcm other girls cantik cantik tu weh pandang kening tak nak c
594,1,aku suka perempuan yang susah nak dapat tapi tulah susah betul nak dapat ,suka perempuan susah nak tulah susah nak
595,-1,koreaelatan jerman kudampingi kau dari nol sampai mapan eh kamu malah pilih yg lain buat ke pelaminan ,koreaelatan jerman damping nol mapan eh pilih lamin
596,-1,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa ,commitmentetakat hulu hilir together tak put effort nak kahwin tinggal je bazir
597,1,aku suka jinkook ,suka jinkook
598,0,tgk badan aku dah macam rupe orang tak makan setahun dah ,tgk badan dah rupe orang tak makan tahun dah
599,-1,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir ,sorry bro perempuan tu kelam kelibut takut awak plug ir
600,0,aku gak bisa berenang dan gak tau siapa margaret thatcher hem,gak renang gak tau margaret thatcher hem
601,0,ho o aku meh gojek wae,ho o meh gojek wae
602,-1,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei ,so pergi klinik muntah tengok carta organisasi buat nak gelak ni wei
603,-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,hati kecewa sedih sorang je orang tak
604,0,sayangnya udh keluar dan sebelum aku tanya pisann udh keluar ,sayang udh pisann udh
605,0,walaikumsalam sebab kami cuba untuk menggunakan teknik ingatan yang baik walau camane pon kami tetap kalah sebab perempua ,walaikumsalam cuba teknik ingat camane pon kalah perempua
606,0,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki ,antra bebanyak pondan kt malaysia ni viviana ni y cakap content ive never thought y komuniti ki
607,0,yok minions kamu pasti bisa ngatasi mereka ,yok minions ngatasi
608,1,aku tahu kau boleh sabar k ,sabar k
609,1,aku sumpah cheese ni penyelesaian segala masalah kat malaysia nak kedai makan laris jual makanan dengan cheese nak b ,sumpah cheese ni selesai kat malaysia nak kedai makan laris jual makan cheese nak b
610,-1,owalah wo prabowo kamu ini yg dukung ulama 212 fpi dkk pks dan partainya amien rais lha kok pake analogi godfather o ,owalah wo prabowo dukung ulama fpi pks partai amien rais lha pake analogi godfather o
611,1,jika aku bisa memutar kembali waktu aku tidak akan memutarnya karena aku tau kamu sdh bahagia dan beginilah seharusnya ,putar putar tau sdh bahagia
612,0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku ,assalam lelaki jalan jauhelekoh belok rujuk maps even pergiekali je
613,-1,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini ,j macem macem ngawasin
614,1,berarti aku sepecial ,sepecial
615,0,mungkin aku tersilap fikir selama ini ,silap fikir
616,1,aku nak pesan satu benda penting ni hargai orang yang masih ada kat dunia ni especially ur mom dad grandma pa siblin ,nak pesan benda ni harga orang kat dunia ni especially ur mom dad grandma pa siblin
617,1,aku xpernah tengok mak bahagia sebahagia dye hidup dengan pakcik mak yg dulunya sedih susah dah mule ade sinar bah ,xpernah tengok mak bahagia bahagia dye hidup pakcik mak dulunya sedih susah dah mule ade sinar bah
618,0,tak niat pon do padahal aku duk foward ayat dari 2 group je,tak niat pon do duk foward ayat group je
619,-1,aku ga bilang ini bakal negatif ya tapi aku cuma mau jaga2 aja kapok lah disalahkan terus penilaian negatif keti ,ga bilang negatif jaga kapok salah nilai negatif keti
620,0,di sela sela convo saat ada yang petrus biasanya cewe cewe pada jawab begini mundur kamu ,convo petrus cewe cewe mundur
621,0,halo teman kotaklicious bersiap ya kasih dukungan yang paling menarik buat peserta favoritmu amp kamu punya kesempatan m ,halo teman kotaklicious kasih dukung tarik serta favorit amp sempat m
622,-1,tak okay langsung sampai nak video call apa bagai gatal apaa kalau aku mmg tak okay aku yg ada kawan lel ,tak okay langsung nak video call gatal apaa mmg tak okay kawan lel
